Sorted list of BTC addresses
BTC address;Amount (Satoshi)
1379eGXNsGh6KDk8NuBVR54JM9LEj9uF5J;0
1239CfTTqkjXzs5QeqwLvVsGWUbPeFcCtY;0
13792xhYYfZNK97D87F2A4cB6puMWwegpi;0
1378P33RppXP8scrpZwLKSN16M9KkdVBpf;0
1378ian7yGWnQDpRkxNRAG415MfAjxCY4a;0
13783EcZz3PCSPLnAfX8wdjQ8wKdGkMGEC;0
1377LSGXq1gNC4ZEaGetsoYmUKbAWxSUBk;0
137751tkJ2Vc1wK3y5EaNnDwC7TASp8KS7;0
1376TfspvyYW9vLaRf8D9p2H5AYDiHiiYp;0
13769VgjYzcQN7TaLrDFyJUx2Bx5dX23XE;0
1375Vw3isARskyQYo6n3w7WL4v9Y2MJgaK;0
1375M8Qc7kGm576c8mjatJJmcntqtDJs3N;0
1238YSqicjaoMaHgcBHSiDMyQe2pUeqgaL;0
1375fPehA8Uw8HMCS9UP4fU6Zz1B6mjkjE;0
1373Pw68PWneH9oFYhCPc59qxSgAoGEjNg;0
1372z8htQgVqgL7XYvgtVEdKvcBYU1QA7v;0
1371XyAJjr3QE9mz44wBRzF3KkGRzMLRnR;0
1371WmnPRn6dy4JgjYBJX9w8UayhgmoPFk;0
1371npraVQN6EbY4UMgevw6RPdxocAuGDu;0
1371HGWe7mR5U3zQuGvwgfFQeHR7EDXEog;0
136ZNgXYeSkLbajfTgHxSHDmsU4hyASATF;0
136zb22Ac8cGeepBn2D1Y6XhbQ1KU59ypc;0
136Z2LBgTJH9d6t5bWgcd4mRM7smZLpgfu;0
112TfVNMavPzmjzjqjWZLmF2mY6arScdHd;0
1238vUp8BrwcF63jRMZwHQYQ4nGMEEvB1y;0
136Z1tH2R4pjaxTENicBnbn9dSiGpdPfyQ;0
136YZeCG1KEaAeJoddqTNH1WaFnjUxyvHs;0
136xVfucbfvps3BpgZHCzr5QaVAGMHPGmX;0
136XmsZq2bULuhvh45D8XpwxGMJmdV7MvT;0
136XknUd4gudW68rxvwsCbNp6driQyGyme;0
136XK8xi87zGDJi9CbV7RBdgeB8sPiFpbp;0
136wErJeqDFpGtzNDQJTYcZ2EPHbDGJL4Z;0
136V9trHgyRrtm8DuVknXTc9TgtVaB59De;0
136Uvp1a6Be1Nq6DoB3V1XQa6uXYXwvRaD;0
136U8NSCkNu4AaigXv4zhYGozrbNk2hQgY;0
1236hNgGsT5TDJFkfajFvgdC2Uvt3PkMbb;0
136TjYbv2vEk3ZPxvB4nb9de4bTHdy4hJp;0
136stsXex6PeTEq9hPGcwmdqcdva3QJaTi;0
136SJRCiDbD7ex296sAFjqEu4339aZUFie;0
136SjQh122tVUP7MwctsaK7i4axi9g4Lpg;0
136SdHj9dPCPdW3sWxm7UYVR5QjM2Vj6Lu;0
136S7PcXS2D3wjQh1FAboK71zy5MCxSiiP;0
136S5RK7vJvL8G176oUZPgChyGR2o5muYU;0
136rNy2ZDQCqgw6AstbEU7JtEjrd2NtVqW;0
136R7bC4H4YJNE9ELrXJTr3RXvDLXkfCm2;0
136QzaJwoLKottWRFBFvNq6BDdryKWtMmk;0
1235rAexnFsT3KngFdW5eexQLED1VAGHZN;0
136qHbJsyg3yJrmqfVyHN6ZZiiTkc9a7jN;0
136qfj2MR3PrZ2RwRkucgn2K2XspvJWH5S;0
136qemhExwrMvEkZAeE8CGzFNikY6tCJs4;0
136pJG8vhmbH8DM1VF6okkkS29BPzRAaRY;0
136oVg6BZgE5SWDyhchXXBAXKuxjnqvEcJ;0
136oRdFMoeqzj3RFEtK4VXQ11ET9B4Vxdz;0
136nwj5mWZgB4E7uRC3f2ijWbPrvbaifCA;0
136NKPxvXx1qfkT4C2ago2y3DTDWdT9oPo;0
136nbTzqPjrFYG8wnKFwXSDmop12q8TRvp;0
136MiJoXh9vJ7zz7tMsMLKici7UKLqC4WP;0
1235kPxJNWrik96B329FmWmwATy7yzwY2G;0
136MbNnsLhXgcPYeaCzxdwsUmGhfS52H9E;0
136LJZ6HGWwcdhboPfYgnyTPPxSm1PKsZe;0
136L593k4pTPMJVQhjAARoMgDcRMvQMFWT;0
136KM1awJz2HtWkJNJ88nFWfm8vbxtfxCF;0
136jEyEDyynnhDNfwweokM2ZuP28MN4WSP;0
136ioZYfS4hCyk3zN2aH1eSqdBpRytLsNs;0
136hzuBvkJzPzxku1JKjjaEt6aQDaiATnn;0
136HZ9jZr6ZDV1PgpiJrZ37ysUK11tzScQ;0
136HjHpHodmunAmCDsw6khZHQZZ3y7rUJd;0
136Goz7aVVkrhPrpVDhMXN5qVJWC5pAcZj;0
1235Eoi91ewecQeCp8iFWzgepTHDnsVtyf;0
136gACkSTx6RrLnxWvVMMimwigJsYqfLe9;0
136g1k9BZWDuD6C75Mm38UoLsnfLUokdiG;0
136FTC6ULTbw7qrC3vQTp1sB8U4xL5b67u;0
136FpGoyRxNamQbo6ttCxcSPTwkhmKDcid;0
136fFeFQsF2JqTMNuectZi9bLARNYG5fA4;0
136FbXeET9X8uXtaRBc5Dr93HCFRgrrvQy;0
136FAcrof6q6pKMpnu7F1hNoMdTTFiiexX;0
136f2efnMUxFbf1DSUDPPhqvSQoW8JakdV;0
136Dy83PA7gAdATHTPZZrdPMtGw1oMPFZW;0
136DeqyTcLBcGvLoh7TCdJbkQavtbqvpcS;0
1234Ehxqaj45bvd3tpVbVj2kyA6cCEajJS;0
136dcNXJdY3kodAomSTDZXptkjTD8tNVnA;0
136D8KhrGXC194NTnTFJUqPMt8SZ9StmrP;0
136cQ1djeWdyJyn7DHZ844RRv9R1Ku9gox;0
136bSy8js8j7iho5k1iArugz5azKZkKZUi;0
1369XBfncJQukpFB2HH5VEsSaQwU3Cc5oS;0
1368KkdAcFyAdrHc4aHoe9sPSCYrNvWXm5;0
13689GL2XR2rXiZp1uYxG8YcUANST3aWFS;0
136836e2RN3CbTqNg6Hq75hzxL44PnPGas;0
13677YUDy6xoBhMbHfdbjbnrCuXAXFyy9X;0
136778UFsveCLRNRA6yo85XZAZxiNj3BeY;0
1233RZNHaRGwyvkn8gY2YfeRrsp9AHqJa3;0
1366WjZsaJsNEM2BkSEYYzzRgxiUpMKLuY;0
1366GTG3A1dZcgjbPBnYYsN39JZeYP8SLs;0
13664PCUPw3jEREmPY96fuFyx3WFp4Dsz3;0
1363FcxPTWPDcJD4sBxztdodufkaP4x8sx;0
1362PwM2vHksCW7y8J87M5ZtUXH2P7sVXj;0
1362iwbDEG1ioVhThPNQVmS8he1yf1EvXA;0
13627nk3uy4a4KCDArHWYAyj4HN3aZtTXg;0
1361VGqdTb6xZd1UmiDvdooMbQ8nGYimbW;0
13617nc7WPUQKRfw4suZwQjBgvPhunh7an;0
135ZWT9yAQzF4bQ6Tt1ex9xAfaNcLYF9RN;0
1232VNb3y7UUSPnqZq4NH6N5g65hzJaU77;0
135ZP5HZMF6NqT92qfVZkGz5ny4G4NVHpP;0
135ZFXkwvFm7yYGqCR9iWf6Etkr75AmGq3;0
135xwr8Xw3kXTboVyp9u1cTCvY75TWtKEB;0
135xmfBnGxKLjLTFtooizD5TxiMmcuQ788;0
135XjvHBQ7ewLD7eaCdTsYSgjYRxYdXkh8;0
135w6vox9LSqNd9UVZhHCxVtJupT3y9B5u;0
135vKZQr7hu9hmDi4dmnWnh3eptQcZAVxK;0
135vgEfvJwivBHvfqxtPTv3YCqCQDjCiyb;0
135V4cK65oqKJ9zUvA6VYhK8FfLYmeg1XB;0
135ULLgC88Z6i1pExMJ4XW7NmwgnNUdoWm;0
1231hZi36BE37erCT7FtzwiNBQvHpFrKbd;0
135uFf7c1uGy3zApzRvvSd365NpW8KdkYo;0
135TedKFdjLyKXf3xxkMdVrGxSHmksiCQ7;0
135SyQ4UfH92EBJtWrSqF1GUaimzznhV71;0
135sh6WWC74bgvC8jys5ps245PKZuBiTaQ;0
135SFE4wxt3j187venpPT8Ye2CrHjY7zRo;0
135SeQaobKjyqDjGvgwTg78eHnAg3Uy3Wu;0
135RmDetZEuN7FFBictyuWHf1e6jiMungU;0
135R1EkpffYCTsDybAnLAC3HST6k2c54dV;0
135qkXpNMBtAHszMAqDze4sPkbnED3CQbn;0
135QBb23RH4ATn6P4RbJEE5ioAieBQqMZ6;0
122ZKQ84oViLKzh3EBZtQCA726UGJfjsDp;0
135qb2UasJDSN54vzJyTKKaBCYj22yx7Ki;0
135pUFhSSkivyp1KL5LxfFc6Q71b21FovY;0
135PmaVMhQdCayPhvepA3o2L86gB8oieLw;0
135PgNvUvWwZKvad6PKGsTGijQsDaDW1TZ;0
135pfgrz6cin4qF7YTaxTpGaeBLtmwvz7a;0
135pff4AS93UrBePV4FbVxpdmQ6VK355KG;0
135PdmX5vxKJ8BBo2J1HRNVDvp1ZYZwLvG;0
135p1aYcpQMCXvRfpLhTBrWNYAdMukprUk;0
135oFCQ2cVvhRGgom9wRBPoQjev9biAuQU;0
135o9u3RgKn1PRvMiWyWRwJKj5XoWfEc15;0
112TDWvri2ykWdF4W2ce6bUTbLLN1sNCzY;0
122YXuTh4LmJxoaCMdvLhGk1cihpJtZGsU;0
135nUPDadovUQZMV5Rc8KzVCYd64GMW1q4;0
135npJ3R1T6W51SU6uYbmw33HSqgzQ46Mf;0
135MYPh3Y3HcCAvbhrWeGErcRbSoE94QbF;0
135M6ZAMncKUUYYe3N7ocQBHWMYEjhP1wf;0
135L8EqvAX8GQ9hb6dhCeH87Fdsfzbit1Y;0
135KmXQrBJ2KQyzFnEwzc8JJHLMvbYsxPb;0
135Kid8wAYb9yDvP1Bw3HWN8ck47sgh5QX;0
135j875JLbwzmqv2Rkbsk9Tp2rgPAJA6mL;0
135J7xsGmHJwXPf61fKFoiB9rxNAYf7aSh;0
135j3eJxH6kyBWy65R2dojTwUkjxJz9XiR;0
122yQgVhf6VBSTEK9PDTZHLKsJRyhQsVxC;0
135HJNcuw76PuiLiW9iYksmbeUjV6GQSj7;0
135GvFi4hUMYHLyoqiLhE389kWf6u87jmj;0
135GK1ZULpZN8PzqJpTQ51VVjK5ssXwQh7;0
135GHpaLNFEegNtD6vz3U5cWEvQc3XVnUh;0
135fuEiCmL9RSpWFZM3h6gdfKa2BXeVsw5;0
135FEnpzH5JpZHaCYNnUHNmb8L8UbySt4a;0
135fA4SwrywJUyWyGXxVN4U7d3r3NejJcq;0
135DiycVYMBiUiw2jF2tf7AcoXsG2NzQid;0
135CQRybMocGM56UCZwQnmAUtFJf2ZCtRu;0
135CDyxmnu5KyGZSM9f71ka9QeQgeFWxMn;0
122Yp882k7GGLFdUngs42GU1BhtWF4zuaZ;0
135C8APT6hBEZnj2KgqLuCamS1AZYDVJRp;0
135AZjcTTKsribhtugrDJhJZ37JJnX5Lxt;0
135AGGgsw22xutqKT3mGftrt8qAii4kTq8;0
135AEYkdXDVgHAHBnXbGTpWVybzHPpv8oC;0
1358vsd6BeGyqcdv2VmpeNBUMVZTEU6fdd;0
1358NDxVHw79p7fakXER2JWv8FWrgxHZph;0
1358HgwGkhotqqevWQ4xytZzKSeKvXZ2P7;0
13584Xfh5QLtfggDnS1BwwsCwDahCxcJgW;0
1357Ga3hdBQPEHv9EpNzJRh6Mm7ZPnr6qF;0
1357CGBYwxJwscM4jFFPRmmtydsYzL2ofj;0
122YicsDoStE3ox1haewMHgrqnqcTfTr5C;0
1357bBCdwF5WuLzxQmXjCVJc8P2C2CXEH4;0
1356SWyv83nLXdnfnvZixYEUFBY7vgSA6F;0
1355j3vHoDohipMgoQpPAxBAj8kJ8qxPCJ;0
1355csdhHscdieBdRfQe1an1XTRMxhd2yD;0
1355bU3QLskfkxsH3NUYFELCp1GxmM57GU;0
13556fS2XQh7mfWhV8BKARNy4sqfNdtbBT;0
1353osgTAq1wJT2XwFyHdHyqTjUACH1nMU;0
1353MHxTUGXVXP1CgdYYERo9LLe8vj1E2k;0
1352WfHNqZFK6DuJKQrT4uq1YrTr12ZHLZ;0
1352p2Wyx8c6oyrKWf32x19zd5oFwLKiyM;0
122Xz88A9gzuU6kmkdJH4RDRHD6HkiBmfS;0
1352LCwztrghXUStPMVEb3ZKfPufLKy6GN;0
1351nuSrqmKz5nogqnMtgyHv98hVbc3Kd8;0
1351nKVqiDvToYHkGevL4Fzsxo2Jds1qxQ;0
1351h1wmvnVBZKaV9d53K3XkQDsGNSWLJM;0
134zfJ7zfvy2oZ5wSvR4RVJdMVR5pHnXb7;0
134YkQYYUKNBEKXB7JdxQp4UQV6DFL51DB;0
134YGnLBa693sAX3V8pFjFC1c15PKFxwrJ;0
134wYEv7jkE1x8J7UEJtopRA6TAM4Vksev;0
134wNwjajYjh4BBwPFcGqXkhTzTxEPxYkD;0
134WL5p5NedgRtZowZoxnCvRM9F7zNtHzg;0
122xQWnBXEAuGfryDi3sq7eEAM1fQH5hz4;0
134VZjDXaVa5CWFE79wmQEs3vK5pUmTUqU;0
134VwLmDpSKmyPQ1mbUTC7drHrNteKXgVP;0
134VvWwbVFR5HRot7guJBrbCWH8XFe2Hmr;0
134VDcrrgF4o6N19AmMdGkEtBesjrTNKUv;0
134VdCNreDNay8gAGJvFubUYM6PJh1ta4P;0
134V3h7WQKNxPtKZmuvSayiao14gXmFTru;0
134UFzjqMR6NFuJ8uRLVtLoemdgCyBMZyu;0
134UdWhmUK3spZtkhCXaVGpb5DYuKvSVKB;0
134UDisGNxJsDDUvyzvQBSQwXkeyCG2j2r;0
134Tuvi3daEnZA1SjY1Thgp7QmEF59KrRn;0
122xmHY2yXeRhVDunn5gUSsLJNUwXhWmHh;0
134TDdRoQq3Z3bMSgDWWiBrUScb4eEB7QH;0
134T7ygWoMV2juAmJTKstVE4cFgDAF1xzs;0
134T5cqHVMwNov6TKWvB4gBHWAxsFfcdxY;0
134Sy6jtmS9hGVHineVzt6ezqFXuyZDGZL;0
134SRPfmzP8Lj9aC9uGa5KuW79iz84LRgj;0
134Sr9A9saNS2jLovuoERy8hL8NuKTqL9y;0
134s2KELm5VsoZ9p5Rhk2G8iSyS5pMcYfw;0
134rSqFKMGckLvhjx5Zn3X11uszxDVXwSC;0
134Ro5H8mB3rGWPutuY6SvZwBMbAnu6Q3E;0
134r7RsBsC8KM8ZTL2a3XnbePQHatEzaEK;0
122xjSsXJyz2s1BMBoGfg8Zwz9KLGtziqE;0
134QxZwkWWnSzVHL5RmSfQ4g6nX8Z8FN6b;0
134qptQQTSxfhgKzBsL5R11EA39NmzenRt;0
134q3mTYXZq9Y9vFiJHWzPju8V9v6dhLgi;0
134PxZ98jKxvi5E4QGUajXsHf23uVvFR1d;0
134P9oLcLVSNSAcXCN53Ez2WJzhw44TgzB;0
134oTbNPqTXpr5ptPz3LAJWnSFVKxGrwiA;0
134ogTBYvnzjivvibbu4gv45RNxdW9jAXe;0
134obab7ynmPC6kHgEFDi8uZyncwdLMgFz;0
134nQmEVjkrTvLBajoowrdXCDywR7DT825;0
122XcgBwXTTMGtZUmkcwkZwDcPGJdR1NFi;0
134NJdNeeGDPfnjV2AS7sgca3SMEAm5F2P;0
134MMSqXmjLbLPrTtbB3fXkyWNRHKUMaa6;0
134MFJ2bHaBmKR97Eyr7dywYE8J8196cdA;0
134LyZLN1jG9FK3XhsRsKF5Yv6PJHZL89d;0
134JwNeybRBx1UnCdyGJZrLz17U6GZArdx;0
134jwgDyUwktWknKLZTfJ2B9szU4grUEcH;0
134hZjHgn5udXN9BuLg7NadW1BTNTxTS7E;0
134HKFGbszvo55rJBEXptADKWNeBKqbmZJ;0
134GWXvjeYwm5XEndCPXx95wEsB4bTwKVP;0
134GredCAAseNXtLuEGrueCvJURVaMjSyf;0
122xbVMyrm12phQ3XohsQK3cw5aLL4Bh9a;0
134Gn5mWTXtp9eyfbNbMCHXY212m3CUDAK;0
134GeWGZscqEPpnfydvrVCjerMPg4Ft2v2;0
134Fzn84iiqXutP9iV3iyBhT1oaoHDoEcr;0
134fTCQG3UrA1HcAgFTB6W2iVJ8HPn7WSm;0
134fq8JaVs3Eiz9G1rFH7o2NXzKgwTVQWt;0
134f7HzXCTVTipTZcgxMq3NW7hSae65jLT;0
134eqSxNQB1YvCuyAwLvJJeYDSAvf82nYc;0
134eJZ4YAQfmm8vLskqEXm1eAgn12BxCdP;0
134EFx3cS6HBRxc8QeU6SeWDzkDJTXhpRM;0
134EF3S2pmUciyx8GXn4hSAaucchiaj5hZ;0
112SiR8TVYYGLvDE9pj3S853XzP63vfRdM;0
122WeLQoYeuKszTnSYDhL1RvZPTqyCpLpc;0
134EbHmZ3ocnfJDa8zmgN7bMqhePHdt1qp;0
134DzDo2Jq23s4WBczr1w8d6AzCtpVrPRL;0
134dtbzs9jrcqe8sdmoUrk6BH2ooXbLgsj;0
134Dk6XRcBjMD8ZX4ioVH9oYfkRV2bSMZr;0
134dCrR8eK8m4SFFBAynPR2oFjSNU78jYL;0
134cEPRFZgtmDV5LQQrKfh1j9UjSmboUDH;0
134c6jXudHnbqLArWJnBWM7dWWn1HheK6a;0
134brzx4GDpydBv93FwFP9zYGsCzFokgzi;0
134BnwLmTRNSmcTb7TjoBqxdcgSwq7GLnH;0
134bHVbQV8SzHRUCwtwA2pAof7138vGiZn;0
122w4r2gAgHpQHmXz77ibA283XDEZ7SpJY;0
134axJ12WRP6oERxHYr1nLQFi4AXhqZSFo;0
134aWv6AexZQqYQFDLco3XJdLazTRPFn5R;0
134ATJEzLpMjgWFXW29u9PBDf84Ht25eoY;0
134AKytTkpKNxPq5omARYojf8CX9eGoufi;0
134AJQL872HxPVdwyjJdJbX38Rab6kYioF;0
134A9yxrkPVvvTMoGS8AAV2iRob4hW59jo;0
1349FPC2r58yFn62PN4WZPmd6k5DCsAHEe;0
1345k4PdR99K7wSGsKPRp3R2ddQRq3Gnc2;0
1344xLEMYUNQd2RxpSsW2jqMQgE6YENS3J;0
1343Z6kGRokmjU1A1Bj1eg5wNjCoXT4XQ9;0
122vqdt2sDwzLKETZnENADkwANXTtsUN85;0
1342t1N3uq91mCK9gYtbrvoiF8PSxak4iu;0
1341QVNdVTQ28SZ2iqzDALu2Rk2GSTCm33;0
134179GoQKjvyiRhXVfYUvGN1ZMpdndEcb;0
133ZjcEJEWV3v1Ah4YvvJjvcLhS74wMfcu;0
133z5cKjMntqz98G6p7hcHDYZim6z3T8qB;0
133yP64TxbgHxpWPdzbZ7qzpr1GQPgFD4K;0
133y65LWkVfDAVAYgt97GVS7ZC9HfDi2CG;0
133Y651H6zqgKo2SyyDXs3F9r3gnVdAWUZ;0
133Xu7AbKTFTHkh9mECmrUHWHQBbZqVejc;0
133WvtZeCLUrwoPptqbvidAAD5ws914BvF;0
122vieoR9PbK4fxzTC4jTbaV6p2sYNYbxj;0
133wNAtvuPRa9QfHJgLp92rqiSLxdWLNi9;0
133VYLHPqW8boLbq1s6k7vM2qb7aFZtaw4;0
133voJA7hZ3qtfNo1ZMKJRksfffxaukxSK;0
133VHuyqKpyTnpx1cuKndu1hcbDPP1cp46;0
133vhTxSkrYA23sa3xUTaQt7TpVpVo7Ak7;0
133vd56awoGZ1wjcgMQFYdo6QZELWbFSor;0
133v9C9fJUdAtEg8b8X31BDdqzekHLWFZf;0
133UmaF6jPeHJgCqHpTdzvFut5r5h1MCPg;0
133tYN92z6HUWzdKYe7HnfKZ9CfBuwnsiE;0
133tKvwyM3c6UcoYrtr1pjQFVpbqshKB3z;0
122upsC6LYhHdXz1fSxbYFSMEZuiMnhVHn;0
133skuxycYwQYRmdyhS4vGRqKMKuu2G9YB;0
133sEdYszx6atfoVW2ay6GPoNmrCRPonsw;0
133rgcAckDe4vW5cE1A9Y6SGb1WHjqCcbP;0
133rA9JGnStjKeFRyFQtfB8aj2mtaDNPJd;0
133q9D18ZFXqRfsShQrLYz4ZvHtxp6WNeB;0
133PKadNRCUe6xGteNpGQcceABp1cgJpC7;0
133pJ4hsAFivKmk6KZJx2JZapGbJfzgn77;0
133PHoCxqCfxSEBjrP2BpS7BCHrY3HDBRm;0
133Nzn4nZsCZJ14Skam97pGSyrUNkbnQZq;0
133nUtRiUBjEdJqKcWX11gGKm7n27yrijN;0
122u8GRbd4bYRbgZyGNnUTRiNcG488ryJR;0
133N1cCzc5DLnzaL12pXK1oUVzsuQSyCaq;0
133MwtCPjFSw2i8KdVVGxqA1qPirFacgjH;0
133MNdhbtsCBf5Jxg9HG7LpBuyS6Xp7ikW;0
133M9i9PWabCGnqLvstCSR7gpbRvcVBfC4;0
133M4cTy16JfCz7sq4aYQoca4zvabPiN5h;0
133M1N9v9vFZmtZAM8Zp9fnjEXBigpUWfK;0
133LYdfbidtKCJjk5ipvcgR4akKxhTb242;0
133LFPWKBy8mTf3WKAwyZk9xTQULP8U8NY;0
133Kf5E5gRhhrh1gHandEfLMU8Tjk6qCnD;0
133KDcWxftXFepwyW3wFxUh8zHPQCiwFQC;0
122tVPvmhvYxaReYFvD5ZGK4cwCSQJVwbp;0
133K2uvRidoh8hx9KUwVfYaHo5SiHnPsxr;0
133JHeE7WShiUqQus31fpzeZh8D2mWDeVC;0
133jCuadvtNSpmhKQmQPYZGTDTxMr3Zs1x;0
133JbBRcGA728EbMVDoKDjtTJrjDjt1cGo;0
133hzyXiXAkHcm9fh757d9EdvJPGZy6Ppt;0
133HSspjkCdWuQ6iAvsPwBTm6sKuMGGh1L;0
133HPjy46xMqD7iRiE5jYKqBUZBsgMzJ8b;0
133h7Mt33rsAc52hqr4D9719e75VAD1RjM;0
133H1owsZE8NdHphGmVkzWCseiY5FZEnKM;0
133GaxRKn2Y2RmjGvwqBBf7mBJ9QCkDdud;0
122Tq8d964RxFf4BgMeRpHuZfTnoHRNKxm;0
133fYzG6EeVURNWey49HWooYvMQKGJQ1G5;0
133Ezuw5Uw25ojeWxPxfDdvam6G9feRU8p;0
133dyEHYWWKpwqbuLBv5t1svsVjfm94SDg;0
133DvS5xvrsdrgwcnwsjwRnztuLVSYyysN;0
133DpP9adzoEqtjRBakzPPW5G3n74sMubx;0
133dEBSN3aZA2for1eGgCMr97XBpBCXuQN;0
133DbPW4NQo3Mc6qAtAFZiR5TiSgQxPhts;0
133d6JGFbkAvZY6CgXHHzTTBNVSd2LCbUk;0
133CtWksZrCcLJasdi3JQ9csrwtsAHdAq3;0
133CQy2kwj7CLbf5aokVSr6BU7rjDKMT3m;0
122tioJKDPk7xJyZgT4obCV6TjaKKpUAfU;0
133CdqG56NHHBDdsFJhYFmn3YYFKqtqRsD;0
133bztHh6L3up9UAt782VJat2sRSpQTqMM;0
133bYnEsdhCMRh49i97ggcEk8w4nCEfycB;0
133bxkZb7ZcPLP6LwTPrn5Z8B5XrYYKrH4;0
133BnzgZzpyib2EktCvq1paLHcrrP3nJTZ;0
133bHYN5q5f2KuYaTGZNyvQyZaXZ1onWcc;0
133bg4gzXeDLR4e7YGAYoxHxtYtghDjHY5;0
133aZC1fV31ofcVXYPg3XmzyqUochst8mB;0
133AVkTJKMQhWWwrxhccurBPLVrVihLTou;0
133AjVP1fRSukXUjP5pbbdzCaWt8UeUMAZ;0
122soZGYqMdJdA8efwRAhdvKDouAddeRFf;0
133a719q8BJHX7evgu1Lcq8mYoKpTU91ZZ;0
1339sdC2fAF1r1YUj5Cz2oF3pH6XKtereP;0
1339PgPzfEU2tt4tpfzDkK6mmKg9Kd1wPZ;0
1338p3ZmGo74GrZQy38qZ28REyqwe3oLMU;0
1338E4mE8CAkQum8rt2PyXrFebjdz3MN7L;0
1337NqUGaf6gmeQU7mBKcqrPzBDYnycDGq;0
1336vNBVnJRc97cdRhbhh3rjTmQj451jsP;0
1335p2GyJUd4jn11ze3CWHUUF9kthAqSLp;0
1334ykwHo9VbQgyWUZNnpP8kGStYPeFJZt;0
1333ztSsxJqaDgK7nVHrE7MNBehxoqnWoY;0
112siM1yL3DMe53aN4EqRmavAwxQtv5ofS;0
122se9KuP8rHBvSsT1Tz2hTkfNGUepc9EM;0
1333JtihhkftmwXmUgLKNDN8LTK7hcznkv;0
1333DAmdKu1tp8MBhjoLzJ5Z8aa6tAQeXa;0
1332haPKcBijuztzgqLzUM1jUxoUcu1eYE;0
1331mQ9UEh5rJm26o4yr8p6cTuuChwiria;0
132ZLroMFUgBCpyKM9wd4icXh8xAuqZMBJ;0
132XPVGH3gfePriKxD7ifYLaTwb9v44BnS;0
132xjh3Uvi91qUJSSbHKMnP2Lh6f5DjCNF;0
132WhLob4vHveU8JzMfehbjosgC5bxGzw7;0
132vGNGr1T9WfW18NMUtvW8BcXAujyNxbu;0
132UDAogcLkz3dB9mG6BDBbVn16B6RGCCR;0
122S4zbqRQqFmXCRSF7gERjTAYYTayVe76;0
132t7CWELUKmDytVbvjmTn6pWavy9KwQC1;0
132t1W264YavWnm6w32JZqmBdm1dnU1Bcf;0
132szoTzA3zNdCSoxv55nF7ShwiyZuL5hD;0
132SLunJiGaD465HVQaRea6x7XheauXBGm;0
132rfSvnRTY543Sc8bjPSY2qjW5a2KPsJh;0
132R4URMPwCKK1VKX1gwD4zoRR5WaYwVGA;0
132qR31ks8TT1DMhTqqWbFkJpTsGob3p7x;0
132qijVZsUYi3pUQEyvBkfLFdda3PfcUGd;0
132paC9YxbWtqoBUmRrF1Kp9NPATYaTR3K;0
132p6XmUNBiTVkcf8VS3L9b7wq6hrDAKPe;0
122R51bCavJeTBw56358rXZ5DvUhVt9wE9;0
132oFjxh9hMTbdTWhGSyNNtEoHjvTsGVTr;0
132nhdxJG5DkbLzLSXkAikpdj6dmkojEpe;0
132NDu9G6Z7SN9gSc539cjazMdYgLrQ5Nt;0
132MPRogYkdryjgtWgn3SFoAfFLPXi2FN9;0
132MA84F2ZuGkE6QDkLFA2E9L8RZZmscZD;0
132LnzL9Wh4KZyKU6LuUH2DqCGJ1LjGEmp;0
132kmCzv1HU98kBdVxWVEQ4TfnDRaJ6iZP;0
132Kiydr9pQ5mtRbegfQasz8AkutZuwjGz;0
132kAziPcVPvrgdAt2jD6bmLFUMKkX2K39;0
132jbFyvxuTTjqMiLJzcxTKB6BhjgHyRqV;0
122qoyGPLvr1Tw5weGbjfxYUwwt3CAC552;0
132ikhhdas5jH3y6iQZN3AtwHDYcgebEPL;0
132HsdPHnUGwDJw5t3HsnynEckydjz3Ugr;0
132he1HES5qqnWgsPK6us1iCtKWyNJkqPN;0
132H278JAoo6TtENErwnqTwSnfHt772UV9;0
132gkCUmeDHHJqGii4HQQYy5hcKghhKieK;0
132GBFFGK3GJzqELEzg5MHDwR9y9MomCra;0
132fyQ8T87MRk3GArqD3xDpoNuLKGf9HAF;0
132Fy7rPyoWVtAzSN4oANcPMRtStPdNyJY;0
132fJtH5xEY7XCb1aLCMXoy1tEuhyhgPjF;0
132E1h1vZNAJ1UQzAEkvt7yHvGANKKhYWS;0
122pByPm7zV43EPkthqTZgscF9cULRpZr5;0
132dCgjj1VtrkxnoUxsBh2Vsm9EwZF1F4U;0
132DAi4zE57TQVVLeAHRZevnxGpZCZdDjT;0
132d4CGx6hqhQLm8DQpyvD9G3RB5Sxpm9X;0
132cUt5zVB6soxV3in4cveoNKBEN5h8hMz;0
132ahgnQZVsCAsWPhbixgsUjUcsdzpXVGe;0
1328zXTxuv1tTwCMA7SrWcbQFWJjQpAnMn;0
1328s8MwgXcifVzGBAhanTBWEMscqAByvg;0
1327hiwVHf8Q2SUbRVKoxT8nNmXHNPV6ao;0
1327FBUuMa1EoCd1wzNwnYdvLSN3ZXVjXN;0
1326VRKfFiNwxYz54K8zHjBezsT1G5aFbX;0
122oyUNuNGWiUPXxwUTxQdTVMZawEBntJP;0
1325h1498L5LnR2c7ViNZuK8eoBzNYKrZu;0
1323w7eGtp78nz77aXkBGQgHnfPxajprWk;0
1323taWpHGUqiBSVXrFBR4tRMeyriUaD31;0
13232wG1MzpmkXHivujfhngy9PHrJyz3uc;0
1322MeEHDVAykrQEi61yfUA5Gbe1paeSxG;0
